Geo Point;Geo Shape;TYP
47.4199795163,9.37903346414;"{""type"": ""Point"", ""coordinates"": [9.379033464136747, 47.41997951630508]}";Kandelaberleuchte
47.406423226,9.31399002052;"{""type"": ""Point"", ""coordinates"": [9.313990020516, 47.4064232259826]}";Kandelaberleuchte
47.407135658,9.3119631866;"{""type"": ""Point"", ""coordinates"": [9.311963186601234, 47.407135658003575]}";Kandelaberleuchte
47.4254394693,9.36209836569;"{""type"": ""Point"", ""coordinates"": [9.362098365689013, 47.42543946931606]}";Kandelaberleuchte
47.4247234541,9.36095987046;"{""type"": ""Point"", ""coordinates"": [9.36095987046145, 47.424723454122606]}";Kandelaberleuchte
47.4034343662,9.30178885491;"{""type"": ""Point"", ""coordinates"": [9.301788854908153, 47.403434366238066]}";Inselpfosten
47.4031583483,9.30065437962;"{""type"": ""Point"", ""coordinates"": [9.300654379619832, 47.403158348297005]}";Kandelaberleuchte
47.402952727,9.29996445424;"{""type"": ""Point"", ""coordinates"": [9.299964454240223, 47.40295272704783]}";Kandelaberleuchte
47.4026975896,9.29907082783;"{""type"": ""Point"", ""coordinates"": [9.299070827833173, 47.40269758963993]}";Kandelaberleuchte
47.4043199972,9.30268792654;"{""type"": ""Point"", ""coordinates"": [9.30268792654239, 47.404319997213115]}";Kandelaberleuchte
47.4036871603,9.30066250826;"{""type"": ""Point"", ""coordinates"": [9.300662508264145, 47.40368716025553]}";Kandelaberleuchte
47.4032843747,9.30047404824;"{""type"": ""Point"", ""coordinates"": [9.300474048240156, 47.40328437470357]}";Kandelaberleuchte
47.4035976971,9.30038115117;"{""type"": ""Point"", ""coordinates"": [9.300381151166409, 47.40359769705579]}";Kandelaberleuchte
47.4003910981,9.30046400384;"{""type"": ""Point"", ""coordinates"": [9.300464003844443, 47.400391098094616]}";Kandelaberleuchte
47.4007483996,9.2994378864;"{""type"": ""Point"", ""coordinates"": [9.299437886395848, 47.40074839960983]}";Kandelaberleuchte
47.4007031035,9.29895679792;"{""type"": ""Point"", ""coordinates"": [9.298956797921605, 47.40070310351601]}";Kandelaberleuchte
47.401153065,9.29822197407;"{""type"": ""Point"", ""coordinates"": [9.298221974072337, 47.4011530650099]}";Kandelaberleuchte
47.4012969612,9.30343895889;"{""type"": ""Point"", ""coordinates"": [9.30343895889406, 47.401296961226244]}";Kandelaberleuchte
47.4028651861,9.30292116843;"{""type"": ""Point"", ""coordinates"": [9.302921168428988, 47.402865186067906]}";Kandelaberleuchte
47.402530265,9.30265246162;"{""type"": ""Point"", ""coordinates"": [9.302652461615164, 47.40253026498735]}";Kandelaberleuchte
47.4021453032,9.2992768016;"{""type"": ""Point"", ""coordinates"": [9.29927680160423, 47.402145303199106]}";Kandelaberleuchte
47.4027324176,9.30154110302;"{""type"": ""Point"", ""coordinates"": [9.301541103019458, 47.40273241758397]}";Kandelaberleuchte
47.4009635511,9.29530668044;"{""type"": ""Point"", ""coordinates"": [9.295306680438115, 47.40096355114556]}";Kandelaberleuchte
47.4036881554,9.29438208404;"{""type"": ""Point"", ""coordinates"": [9.294382084039558, 47.40368815535263]}";Kandelaberleuchte
47.4193156378,9.3771256124;"{""type"": ""Point"", ""coordinates"": [9.377125612399462, 47.41931563784129]}";Kandelaberleuchte
47.4199564844,9.37725434747;"{""type"": ""Point"", ""coordinates"": [9.377254347465831, 47.419956484433186]}";Kandelaberleuchte
47.420531153,9.37687173698;"{""type"": ""Point"", ""coordinates"": [9.37687173698462, 47.42053115299337]}";Kandelaberleuchte
47.4207587178,9.37492695267;"{""type"": ""Point"", ""coordinates"": [9.374926952672196, 47.420758717830466]}";Kandelaberleuchte
47.4368116211,9.37666078398;"{""type"": ""Point"", ""coordinates"": [9.376660783984496, 47.43681162108083]}";Kandelaberleuchte
47.436962107,9.37679086994;"{""type"": ""Point"", ""coordinates"": [9.376790869941807, 47.436962107010686]}";Kandelaberleuchte
47.4370545113,9.37700667623;"{""type"": ""Point"", ""coordinates"": [9.377006676233371, 47.43705451132728]}";Kandelaberleuchte
47.4051732029,9.31157866921;"{""type"": ""Point"", ""coordinates"": [9.311578669206511, 47.405173202865356]}";Kandelaberleuchte
47.4048873604,9.31141321002;"{""type"": ""Point"", ""coordinates"": [9.311413210016175, 47.404887360412026]}";Kandelaberleuchte
47.405595272,9.31249320904;"{""type"": ""Point"", ""coordinates"": [9.312493209037843, 47.405595271992034]}";Kandelaberleuchte
47.438808093,9.37931482875;"{""type"": ""Point"", ""coordinates"": [9.379314828751347, 47.43880809295661]}";Kandelaberleuchte
47.4217095061,9.37815233363;"{""type"": ""Point"", ""coordinates"": [9.37815233362893, 47.42170950610245]}";Kandelaberleuchte
47.4206350445,9.37962285003;"{""type"": ""Point"", ""coordinates"": [9.379622850025216, 47.42063504453074]}";Kandelaberleuchte
47.4205395281,9.37997506643;"{""type"": ""Point"", ""coordinates"": [9.379975066430429, 47.42053952812992]}";Kandelaberleuchte
47.4097891909,9.31102760808;"{""type"": ""Point"", ""coordinates"": [9.311027608075873, 47.40978919090704]}";Kandelaberleuchte
47.4408990616,9.38289569952;"{""type"": ""Point"", ""coordinates"": [9.382895699523202, 47.440899061620456]}";Kandelaberleuchte
47.4406738842,9.38261192032;"{""type"": ""Point"", ""coordinates"": [9.382611920320551, 47.44067388422303]}";Kandelaberleuchte
47.4405784918,9.38232455606;"{""type"": ""Point"", ""coordinates"": [9.382324556055362, 47.44057849175663]}";Kandelaberleuchte
47.4416664102,9.382588546;"{""type"": ""Point"", ""coordinates"": [9.382588546003326, 47.44166641020353]}";Kandelaberleuchte
47.441628168,9.38092957931;"{""type"": ""Point"", ""coordinates"": [9.38092957930881, 47.441628168018006]}";Kandelaberleuchte
47.4395732401,9.38240596283;"{""type"": ""Point"", ""coordinates"": [9.382405962834673, 47.43957324012137]}";Kandelaberleuchte
47.4396781252,9.38125253642;"{""type"": ""Point"", ""coordinates"": [9.381252536423549, 47.43967812520185]}";Kandelaberleuchte
47.4396172388,9.38184807066;"{""type"": ""Point"", ""coordinates"": [9.381848070664578, 47.43961723881879]}";Kandelaberleuchte
47.4429224109,9.40615609738;"{""type"": ""Point"", ""coordinates"": [9.406156097376254, 47.44292241092388]}";Kandelaberleuchte
47.4424423334,9.40626946264;"{""type"": ""Point"", ""coordinates"": [9.406269462643426, 47.442442333413965]}";Kandelaberleuchte
47.442254638,9.4051227699;"{""type"": ""Point"", ""coordinates"": [9.405122769901256, 47.442254638033894]}";Kandelaberleuchte
47.4419980268,9.40484309637;"{""type"": ""Point"", ""coordinates"": [9.404843096369556, 47.44199802680255]}";Kandelaberleuchte
47.4409464301,9.40368146238;"{""type"": ""Point"", ""coordinates"": [9.403681462377635, 47.440946430102606]}";Kandelaberleuchte
47.4399305512,9.3989035381;"{""type"": ""Point"", ""coordinates"": [9.398903538102635, 47.43993055116889]}";Kandelaberleuchte
47.4251733832,9.37059063103;"{""type"": ""Point"", ""coordinates"": [9.370590631028465, 47.42517338321854]}";Kandelaberleuchte
47.4176832027,9.38676891328;"{""type"": ""Point"", ""coordinates"": [9.386768913276175, 47.41768320273776]}";Kandelaberleuchte
47.4069366658,9.33441876974;"{""type"": ""Point"", ""coordinates"": [9.334418769742921, 47.406936665808765]}";Kandelaberleuchte
47.407459954,9.33403387348;"{""type"": ""Point"", ""coordinates"": [9.334033873476411, 47.40745995395984]}";Kandelaberleuchte
47.4074626053,9.33307026581;"{""type"": ""Point"", ""coordinates"": [9.333070265810154, 47.40746260531181]}";Kandelaberleuchte
47.4084243302,9.33724513499;"{""type"": ""Point"", ""coordinates"": [9.337245134988361, 47.408424330194045]}";Kandelaberleuchte
47.4086463639,9.33757019456;"{""type"": ""Point"", ""coordinates"": [9.337570194556942, 47.40864636392467]}";Kandelaberleuchte
47.4088454729,9.33792480138;"{""type"": ""Point"", ""coordinates"": [9.33792480137824, 47.408845472892224]}";Kandelaberleuchte
47.4091685983,9.33871015932;"{""type"": ""Point"", ""coordinates"": [9.338710159320854, 47.409168598309556]}";Kandelaberleuchte
47.4072874052,9.33741272552;"{""type"": ""Point"", ""coordinates"": [9.337412725516009, 47.40728740523263]}";Kandelaberleuchte
47.4078444588,9.33864404709;"{""type"": ""Point"", ""coordinates"": [9.33864404708501, 47.407844458775905]}";Kandelaberleuchte
47.4080328641,9.33900977427;"{""type"": ""Point"", ""coordinates"": [9.339009774268742, 47.40803286414994]}";Kandelaberleuchte
47.4090308927,9.33716251649;"{""type"": ""Point"", ""coordinates"": [9.337162516491095, 47.409030892719194]}";Kandelaberleuchte
47.4098424688,9.33738948514;"{""type"": ""Point"", ""coordinates"": [9.337389485140877, 47.409842468840466]}";Kandelaberleuchte
47.4384137957,9.37598152249;"{""type"": ""Point"", ""coordinates"": [9.375981522488097, 47.438413795739905]}";Kandelaberleuchte
47.4386806219,9.37663263649;"{""type"": ""Point"", ""coordinates"": [9.376632636489925, 47.438680621911885]}";Kandelaberleuchte
47.4338956784,9.37363007119;"{""type"": ""Point"", ""coordinates"": [9.373630071192917, 47.43389567835022]}";Kandelaberleuchte
47.4333147904,9.37429472858;"{""type"": ""Point"", ""coordinates"": [9.37429472858404, 47.43331479040347]}";Kandelaberleuchte
47.4320144493,9.37517744992;"{""type"": ""Point"", ""coordinates"": [9.375177449919986, 47.432014449302976]}";Kandelaberleuchte
47.4287105567,9.37325566403;"{""type"": ""Point"", ""coordinates"": [9.373255664029998, 47.428710556724475]}";Kandelaberleuchte
47.4246400969,9.36651490682;"{""type"": ""Point"", ""coordinates"": [9.366514906822358, 47.424640096944835]}";Kandelaberleuchte
47.423785049,9.36495185004;"{""type"": ""Point"", ""coordinates"": [9.364951850044676, 47.42378504897931]}";Kandelaberleuchte
47.4237360367,9.36459435726;"{""type"": ""Point"", ""coordinates"": [9.364594357259913, 47.423736036724605]}";Kandelaberleuchte
47.4192444397,9.36429128619;"{""type"": ""Point"", ""coordinates"": [9.36429128618745, 47.41924443971323]}";Beleuchtungsmast
47.4209044909,9.37899179473;"{""type"": ""Point"", ""coordinates"": [9.378991794726815, 47.42090449087608]}";Kandelaberleuchte
47.4390429288,9.37904787751;"{""type"": ""Point"", ""coordinates"": [9.379047877512317, 47.439042928752706]}";Kandelaberleuchte
47.4378499415,9.37872149161;"{""type"": ""Point"", ""coordinates"": [9.378721491607825, 47.43784994147174]}";Kandelaberleuchte
47.4209868876,9.37828258569;"{""type"": ""Point"", ""coordinates"": [9.378282585691577, 47.42098688758319]}";Kandelaberleuchte
47.4231974049,9.3597291471;"{""type"": ""Point"", ""coordinates"": [9.359729147103256, 47.42319740487467]}";Kandelaberleuchte
47.4231119039,9.36089049429;"{""type"": ""Point"", ""coordinates"": [9.360890494287693, 47.423111903873114]}";Kandelaberleuchte
47.4322928908,9.39895636022;"{""type"": ""Point"", ""coordinates"": [9.398956360224549, 47.43229289081686]}";Kandelaberleuchte
47.4214070805,9.37754682475;"{""type"": ""Point"", ""coordinates"": [9.377546824752967, 47.421407080504615]}";Kandelaberleuchte
47.4214938243,9.37744730121;"{""type"": ""Point"", ""coordinates"": [9.377447301208724, 47.42149382429186]}";Kandelaberleuchte
47.421516146,9.37852537216;"{""type"": ""Point"", ""coordinates"": [9.378525372158771, 47.42151614601278]}";Kandelaberleuchte
47.4200447815,9.36243409062;"{""type"": ""Point"", ""coordinates"": [9.362434090618336, 47.42004478148173]}";Kandelaberleuchte
47.4221204311,9.37822778236;"{""type"": ""Point"", ""coordinates"": [9.378227782357271, 47.422120431085936]}";Kandelaberleuchte
47.4358462449,9.37642682119;"{""type"": ""Point"", ""coordinates"": [9.376426821192032, 47.43584624490655]}";Kandelaberleuchte
47.4353100128,9.37597513454;"{""type"": ""Point"", ""coordinates"": [9.375975134540422, 47.4353100127929]}";Kandelaberleuchte
47.4296687465,9.37409658553;"{""type"": ""Point"", ""coordinates"": [9.374096585526438, 47.42966874651804]}";Kandelaberleuchte
47.4292112156,9.37382401119;"{""type"": ""Point"", ""coordinates"": [9.373824011191, 47.429211215623084]}";Kandelaberleuchte
47.4279780943,9.3730887316;"{""type"": ""Point"", ""coordinates"": [9.373088731602248, 47.42797809425322]}";Kandelaberleuchte
47.4282030206,9.37331572841;"{""type"": ""Point"", ""coordinates"": [9.373315728408489, 47.428203020588185]}";Kandelaberleuchte
47.4276852998,9.36328974596;"{""type"": ""Point"", ""coordinates"": [9.363289745956092, 47.4276852997592]}";Kandelaberleuchte
47.427381169,9.36293549364;"{""type"": ""Point"", ""coordinates"": [9.36293549363681, 47.427381168958796]}";Kandelaberleuchte
47.4217815422,9.35048700218;"{""type"": ""Point"", ""coordinates"": [9.350487002176918, 47.421781542217914]}";Kandelaberleuchte
47.421162396,9.35026601625;"{""type"": ""Point"", ""coordinates"": [9.350266016253933, 47.421162395974676]}";Kandelaberleuchte
47.4210867053,9.3510169841;"{""type"": ""Point"", ""coordinates"": [9.351016984099752, 47.42108670527403]}";Kandelaberleuchte
47.4211500666,9.35186291717;"{""type"": ""Point"", ""coordinates"": [9.35186291717012, 47.42115006664244]}";Kandelaberleuchte
47.4192348262,9.34784593049;"{""type"": ""Point"", ""coordinates"": [9.347845930490278, 47.419234826195506]}";Kandelaberleuchte
47.4208470217,9.36168043452;"{""type"": ""Point"", ""coordinates"": [9.361680434523617, 47.42084702165307]}";Kandelaberleuchte
47.4209396699,9.36267444728;"{""type"": ""Point"", ""coordinates"": [9.362674447283993, 47.420939669935194]}";Kandelaberleuchte
47.4210174359,9.3491852562;"{""type"": ""Point"", ""coordinates"": [9.349185256195401, 47.421017435939156]}";Kandelaberleuchte
47.4239233087,9.36615694074;"{""type"": ""Point"", ""coordinates"": [9.366156940741272, 47.42392330871363]}";Kandelaberleuchte
47.4237772241,9.36566349596;"{""type"": ""Point"", ""coordinates"": [9.365663495962018, 47.42377722409962]}";Kandelaberleuchte
47.4242426577,9.36747600802;"{""type"": ""Point"", ""coordinates"": [9.367476008019487, 47.42424265771704]}";Kandelaberleuchte
47.4234837291,9.36585776599;"{""type"": ""Point"", ""coordinates"": [9.365857765989976, 47.42348372908596]}";Kandelaberleuchte
47.4231085849,9.36537346769;"{""type"": ""Point"", ""coordinates"": [9.365373467687466, 47.42310858488559]}";Kandelaberleuchte
47.4237874741,9.36720369629;"{""type"": ""Point"", ""coordinates"": [9.36720369628656, 47.42378747410954]}";Kandelaberleuchte
47.4158143156,9.39861287156;"{""type"": ""Point"", ""coordinates"": [9.39861287156394, 47.41581431561256]}";Kandelaberleuchte
47.4165871753,9.36452535931;"{""type"": ""Point"", ""coordinates"": [9.364525359308546, 47.41658717530071]}";Kandelaberleuchte
47.4165943009,9.36295928899;"{""type"": ""Point"", ""coordinates"": [9.362959288993046, 47.41659430094809]}";Kandelaberleuchte
47.4159851387,9.36158417604;"{""type"": ""Point"", ""coordinates"": [9.361584176041546, 47.41598513873726]}";Kandelaberleuchte
47.4164882561,9.36139676532;"{""type"": ""Point"", ""coordinates"": [9.361396765321519, 47.41648825611663]}";Kandelaberleuchte
47.415144736,9.36151660096;"{""type"": ""Point"", ""coordinates"": [9.361516600955566, 47.41514473596853]}";Kandelaberleuchte
47.4153160927,9.36357186859;"{""type"": ""Point"", ""coordinates"": [9.36357186858988, 47.41531609274099]}";Kandelaberleuchte
47.4161438816,9.36580755882;"{""type"": ""Point"", ""coordinates"": [9.365807558818048, 47.4161438815549]}";Beleuchtungsmast
47.4102473138,9.31152653281;"{""type"": ""Point"", ""coordinates"": [9.311526532813334, 47.410247313796894]}";Kandelaberleuchte
47.4107616113,9.31193439098;"{""type"": ""Point"", ""coordinates"": [9.311934390978008, 47.41076161126453]}";Kandelaberleuchte
47.410921485,9.30707148894;"{""type"": ""Point"", ""coordinates"": [9.307071488937927, 47.41092148504838]}";Kandelaberleuchte
47.4467682623,9.39431178395;"{""type"": ""Point"", ""coordinates"": [9.394311783952476, 47.4467682622766]}";Kandelaberleuchte
47.4149955839,9.36146755296;"{""type"": ""Point"", ""coordinates"": [9.361467552960978, 47.414995583911754]}";Kandelaberleuchte
47.4068519655,9.34108910802;"{""type"": ""Point"", ""coordinates"": [9.341089108024333, 47.40685196547229]}";Kandelaberleuchte
47.4075751555,9.34190898102;"{""type"": ""Point"", ""coordinates"": [9.341908981018397, 47.40757515548711]}";Kandelaberleuchte
47.4156418657,9.38615750892;"{""type"": ""Point"", ""coordinates"": [9.386157508921832, 47.41564186569473]}";Kandelaberleuchte
47.4079600141,9.34114082615;"{""type"": ""Point"", ""coordinates"": [9.341140826154785, 47.40796001414991]}";Kandelaberleuchte
47.4142103672,9.29983080857;"{""type"": ""Point"", ""coordinates"": [9.299830808574841, 47.41421036718949]}";Kandelaberleuchte
47.4154907831,9.38540724723;"{""type"": ""Point"", ""coordinates"": [9.385407247234003, 47.415490783144435]}";Kandelaberleuchte
47.4156832986,9.38464240439;"{""type"": ""Point"", ""coordinates"": [9.384642404394631, 47.415683298589805]}";Kandelaberleuchte
47.4062772843,9.33224078799;"{""type"": ""Point"", ""coordinates"": [9.33224078799347, 47.40627728433507]}";Kandelaberleuchte
47.4068650728,9.33318565208;"{""type"": ""Point"", ""coordinates"": [9.333185652078523, 47.40686507276014]}";Kandelaberleuchte
47.4068061665,9.33232437452;"{""type"": ""Point"", ""coordinates"": [9.332324374521495, 47.406806166508126]}";Kandelaberleuchte
47.4066712749,9.33148239741;"{""type"": ""Point"", ""coordinates"": [9.33148239741227, 47.40667127485191]}";Kandelaberleuchte
47.4062824922,9.33021545391;"{""type"": ""Point"", ""coordinates"": [9.330215453911668, 47.406282492227916]}";Kandelaberleuchte
47.4427741413,9.41366904526;"{""type"": ""Point"", ""coordinates"": [9.41366904526457, 47.44277414125011]}";Kandelaberleuchte
47.4436371438,9.41481873061;"{""type"": ""Point"", ""coordinates"": [9.414818730608166, 47.443637143818485]}";Kandelaberleuchte
47.4426444875,9.41388911158;"{""type"": ""Point"", ""coordinates"": [9.413889111584151, 47.442644487532014]}";Kandelaberleuchte
47.443052194,9.41591151269;"{""type"": ""Point"", ""coordinates"": [9.415911512690446, 47.44305219403327]}";Kandelaberleuchte
47.443813328,9.41674584889;"{""type"": ""Point"", ""coordinates"": [9.416745848891013, 47.44381332801635]}";Kandelaberleuchte
